#  T(t-2),T(t-1),T(t),D(t-2),D(t-1),D(t),P(t+1)
29.80,29.90,29.70,6193.80,6355.70,6333.70,41.93
29.90,29.70,29.80,6355.70,6333.70,6324.90,46.11
29.70,29.80,29.90,6333.70,6324.90,6398.70,35.99
29.80,29.90,29.20,6324.90,6398.70,6430.50,37.44
29.90,29.20,28.50,6398.70,6430.50,6452.50,34.97
29.20,28.50,28.50,6430.50,6452.50,6431.70,36.73
28.50,28.50,27.80,6452.50,6431.70,6417.60,35.82
28.50,27.80,27.50,6431.70,6417.60,6425.00,32.23
27.80,27.50,27.20,6417.60,6425.00,6398.30,32.91
27.50,27.20,27.00,6425.00,6398.30,6376.60,34.23
27.20,27.00,26.70,6398.30,6376.60,6379.80,35.49
27.00,26.70,26.40,6376.60,6379.80,6361.30,36.76
26.70,26.40,26.40,6379.80,6361.30,6336.20,26.92
26.40,26.40,25.70,6361.30,6336.20,6272.50,27.88
26.40,25.70,25.20,6336.20,6272.50,6266.60,24.04
25.70,25.20,24.90,6272.50,6266.60,6175.90,21.26
25.20,24.90,24.70,6266.60,6175.90,6096.00,18.47
24.90,24.70,24.90,6175.90,6096.00,5926.50,19.26
24.70,24.90,24.80,6096.00,5926.50,5950.40,18.71
24.90,24.80,23.80,5926.50,5950.40,6060.10,22.05
24.80,23.80,24.50,5950.40,6060.10,6030.70,22.34
23.80,24.50,23.40,6060.10,6030.70,5843.50,20.12
24.50,23.40,23.00,6030.70,5843.50,5755.20,21.63
23.40,23.00,22.60,5843.50,5755.20,5666.90,19.55
23.00,22.60,22.20,5755.20,5666.90,5539.90,32.45
22.60,22.20,21.80,5666.90,5539.90,5453.50,34.13
22.20,21.80,21.50,5539.90,5453.50,5325.70,37.35
21.80,21.50,21.40,5453.50,5325.70,5276.40,32.38
21.50,21.40,21.20,5325.70,5276.40,5018.90,23.82
21.40,21.20,21.20,5276.40,5018.90,4750.40,21.99
21.20,21.20,20.90,5018.90,4750.40,4616.80,20.47
21.20,20.90,21.10,4750.40,4616.80,4528.90,20.73
20.90,21.10,20.90,4616.80,4528.90,4419.90,18.04
21.10,20.90,21.30,4528.90,4419.90,4349.80,17.98
20.90,21.30,22.00,4419.90,4349.80,4296.20,17.54
21.30,22.00,23.40,4349.80,4296.20,4285.50,17.89
22.00,23.40,25.90,4296.20,4285.50,4280.30,18.12
23.40,25.90,26.20,4285.50,4280.30,4292.00,19.56
25.90,26.20,27.10,4280.30,4292.00,4341.90,24.46
26.20,27.10,28.30,4292.00,4341.90,4426.60,24.78
27.10,28.30,28.40,4341.90,4426.60,4587.50,28.98
28.30,28.40,30.20,4426.60,4587.50,4899.90,31.03
28.40,30.20,30.30,4587.50,4899.90,5168.40,21.41
30.20,30.30,30.50,4899.90,5168.40,5514.80,23.44
30.30,30.50,30.10,5168.40,5514.80,5747.80,30.06
30.50,30.10,30.50,5514.80,5747.80,5980.90,30.50
30.10,30.50,29.90,5747.80,5980.90,6170.30,28.72
30.50,29.90,30.00,5980.90,6170.30,6184.80,32.04
29.90,30.00,30.20,6170.30,6184.80,6231.60,30.28
30.00,30.20,30.50,6184.80,6231.60,6205.10,31.78
30.20,30.50,30.10,6231.60,6205.10,6212.80,35.21
30.10,30.40,30.40,6212.80,6267.10,6328.60,43.99
30.40,30.40,29.50,6267.10,6328.60,6320.20,37.53
30.40,29.50,29.10,6328.60,6320.20,6308.20,38.87
29.50,29.10,28.90,6320.20,6308.20,6335.90,36.76
29.10,28.90,27.90,6308.20,6335.90,6363.30,35.20
28.90,27.90,27.40,6335.90,6363.30,6328.70,43.88
25.90,24.60,25.00,6203.10,6209.10,6050.10,25.50
24.60,25.00,24.00,6209.10,6050.10,5922.60,22.47
25.00,24.00,24.50,6050.10,5922.60,5794.50,25.13
24.00,24.50,24.40,5922.60,5794.50,5781.80,25.28
24.50,24.40,24.00,5794.50,5781.80,5882.30,23.91
24.40,24.00,23.30,5781.80,5882.30,5940.20,21.40
24.00,23.30,23.20,5882.30,5940.20,5908.20,22.10
23.30,23.20,23.10,5940.20,5908.20,5821.70,22.43
23.20,23.10,22.60,5908.20,5821.70,5695.10,21.42
23.10,22.60,22.40,5821.70,5695.10,5568.30,31.84
22.60,22.40,22.00,5695.10,5568.30,5431.50,31.91
22.40,22.00,21.90,5568.30,5431.50,5292.80,37.22
22.00,21.90,21.50,5431.50,5292.80,5272.60,34.13
21.90,21.50,21.50,5292.80,5272.60,5018.80,24.46
21.50,21.50,21.70,5272.60,5018.80,4748.20,22.53
21.50,21.70,21.40,5018.80,4748.20,4640.30,24.70
21.70,21.40,21.00,4748.20,4640.30,4516.80,22.09
21.40,21.00,21.50,4640.30,4516.80,4437.70,20.44
21.00,21.50,21.40,4516.80,4437.70,4360.60,19.19
21.50,21.40,22.70,4437.70,4360.60,4352.50,18.24
21.40,22.70,24.50,4360.60,4352.50,4260.10,18.46
22.70,24.50,25.40,4352.50,4260.10,4272.90,18.53
24.50,25.40,26.90,4260.10,4272.90,4306.10,18.75
25.40,26.90,27.60,4272.90,4306.10,4337.00,25.10
26.90,27.60,28.60,4306.10,4337.00,4449.30,26.01
27.60,28.60,28.80,4337.00,4449.30,4584.00,30.60
28.60,28.80,29.10,4449.30,4584.00,4887.40,34.06
28.80,29.10,30.10,4584.00,4887.40,5160.80,20.80
29.10,30.10,30.70,4887.40,5160.80,5453.30,23.52
30.10,30.70,31.00,5160.80,5453.30,5746.60,28.87
30.70,31.00,30.30,5453.30,5746.60,5971.60,32.21
31.00,30.30,30.80,5746.60,5971.60,6080.30,33.93
30.30,30.80,31.30,5971.60,6080.30,6147.50,37.09
30.80,31.30,32.00,6080.30,6147.50,6172.40,37.09
31.30,32.00,31.20,6147.50,6172.40,6181.90,41.21
32.00,31.20,31.40,6172.40,6181.90,6225.80,37.70
31.20,31.40,30.50,6181.90,6225.80,6251.70,34.30
31.40,30.50,30.20,6225.80,6251.70,6312.20,33.83
30.50,30.20,29.50,6251.70,6312.20,6292.60,35.01
30.20,29.50,29.60,6312.20,6292.60,6301.00,35.09
29.50,29.60,28.90,6292.60,6301.00,6340.90,30.63
29.60,28.90,28.40,6301.00,6340.90,6309.70,30.33
28.90,28.40,28.00,6340.90,6309.70,6278.60,36.08
28.40,28.00,27.60,6309.70,6278.60,6277.90,33.58
28.00,27.60,27.30,6278.60,6277.90,6230.70,31.29
27.60,27.30,27.00,6277.90,6230.70,6178.70,31.65
27.30,27.00,26.80,6230.70,6178.70,6112.80,41.73
27.00,26.80,26.20,6178.70,6112.80,6183.10,39.71
26.80,26.20,25.60,6112.80,6183.10,6157.50,26.00
26.20,25.60,25.20,6183.10,6157.50,6044.50,19.38
25.60,25.20,25.30,6157.50,6044.50,5847.70,20.46
25.20,25.30,24.90,6044.50,5847.70,5829.30,19.54
25.30,24.90,25.20,5847.70,5829.30,5867.10,20.13
24.90,25.20,25.30,5829.30,5867.10,5773.00,19.14
25.20,25.30,23.80,5867.10,5773.00,5622.40,20.01
25.30,23.80,24.30,5773.00,5622.40,5544.00,20.26
23.80,24.30,24.10,5622.40,5544.00,5417.10,18.78
24.30,24.10,23.90,5544.00,5417.10,5277.80,31.11
24.10,23.90,24.20,5417.10,5277.80,5298.60,26.72
23.90,24.20,24.40,5277.80,5298.60,5191.70,33.77
24.20,24.40,23.50,5298.60,5191.70,5201.60,25.82
24.40,23.50,23.50,5191.70,5201.60,4932.40,22.52
23.50,23.50,24.20,5201.60,4932.40,4692.50,19.35
23.50,24.20,23.50,4932.40,4692.50,4534.90,18.69
24.20,23.50,23.70,4692.50,4534.90,4419.50,18.35
23.50,23.70,24.40,4534.90,4419.50,4319.40,17.77
23.70,24.40,24.70,4419.50,4319.40,4265.10,17.76
24.40,24.70,24.40,4319.40,4265.10,4191.90,17.73
24.70,24.40,26.10,4265.10,4191.90,4206.00,17.81
24.40,26.10,27.40,4191.90,4206.00,4214.90,17.26
26.10,27.40,28.40,4206.00,4214.90,4201.00,17.52
27.40,28.40,29.30,4214.90,4201.00,4244.20,20.79
28.40,29.30,29.80,4201.00,4244.20,4369.70,23.39
29.30,29.80,30.80,4244.20,4369.70,4503.80,25.75
29.80,30.80,30.60,4369.70,4503.80,4799.10,29.51
30.80,30.60,30.90,4503.80,4799.10,5078.10,20.20
30.60,30.90,30.40,4799.10,5078.10,5433.90,23.01
30.90,30.40,30.40,5078.10,5433.90,5667.30,24.40
30.40,30.40,30.40,5433.90,5667.30,5869.90,28.70
30.40,30.40,30.30,5667.30,5869.90,6021.20,28.70
30.40,30.30,30.50,5869.90,6021.20,6070.90,33.49
30.30,30.50,30.30,6021.20,6070.90,6127.20,27.13
30.50,30.30,30.20,6070.90,6127.20,6112.90,28.22
30.30,30.20,29.60,6127.20,6112.90,6134.90,32.03
30.20,29.60,28.60,6112.90,6134.90,6142.80,31.01
29.60,28.60,29.10,6134.90,6142.80,6157.30,28.87
28.60,29.10,28.40,6142.80,6157.30,6142.90,28.17
29.10,28.40,28.20,6157.30,6142.90,6108.20,26.65
28.40,28.20,25.60,6142.90,6108.20,6106.80,27.42
28.20,25.60,25.50,6108.20,6106.80,6130.30,25.31
25.60,25.50,24.90,6106.80,6130.30,6073.90,25.10
25.50,24.90,25.20,6130.30,6073.90,6041.00,24.94
24.90,25.20,25.60,6073.90,6041.00,6040.60,23.93
25.20,25.60,25.40,6041.00,6040.60,5994.70,21.04
25.60,25.40,25.60,6040.60,5994.70,5980.40,21.67
25.40,25.60,25.90,5994.70,5980.40,5965.10,19.62
25.60,25.90,25.90,5980.40,5965.10,5884.50,19.79
25.90,25.90,25.40,5965.10,5884.50,5898.60,18.42
25.90,25.40,25.30,5884.50,5898.60,5783.10,19.56
25.40,25.30,25.50,5898.60,5783.10,5800.40,19.39
25.30,25.50,25.60,5783.10,5800.40,5907.30,20.03
25.50,25.60,25.60,5800.40,5907.30,5874.70,18.66
25.60,25.60,25.00,5907.30,5874.70,5734.40,18.78
25.60,25.00,25.10,5874.70,5734.40,5606.70,18.73
25.00,25.10,25.30,5734.40,5606.70,5489.50,17.66
25.10,25.30,25.20,5606.70,5489.50,5340.60,28.35
25.30,25.20,25.20,5489.50,5340.60,5241.00,24.56
25.20,25.20,25.60,5340.60,5241.00,5108.90,26.97
25.20,25.60,25.10,5241.00,5108.90,5095.60,24.32
25.60,25.10,25.20,5108.90,5095.60,4865.60,20.43
25.10,25.20,25.00,5095.60,4865.60,4598.90,19.36
25.20,25.00,25.30,4865.60,4598.90,4517.00,18.96
25.00,25.30,25.50,4598.90,4517.00,4368.90,17.50
25.30,25.50,25.60,4517.00,4368.90,4212.90,15.78
25.50,25.60,26.30,4368.90,4212.90,4131.30,14.75
25.60,26.30,26.90,4212.90,4131.30,4105.30,14.56
26.30,26.90,27.00,4131.30,4105.30,4075.50,14.39
26.90,27.00,28.50,4105.30,4075.50,4050.20,15.32
27.00,28.50,30.30,4075.50,4050.20,4099.30,15.64
28.50,30.30,29.50,4050.20,4099.30,4136.40,17.98
30.30,29.50,30.50,4099.30,4136.40,4230.70,18.10
29.50,30.50,30.30,4136.40,4230.70,4385.10,21.86
30.50,30.30,30.60,4230.70,4385.10,4704.90,21.42
30.30,30.60,30.90,4385.10,4704.90,4982.00,19.61
30.60,30.90,31.80,4704.90,4982.00,5323.30,20.64
30.90,31.80,30.30,4982.00,5323.30,5607.60,23.80
31.80,30.30,29.50,5323.30,5607.60,5826.60,24.26
30.30,29.50,30.00,5607.60,5826.60,5913.70,24.79
29.50,30.00,29.70,5826.60,5913.70,6020.20,24.85
30.00,29.70,28.90,5913.70,6020.20,5990.50,24.88
29.70,28.90,28.60,6020.20,5990.50,6010.00,25.10
28.90,28.60,28.80,5990.50,6010.00,5981.00,25.10
28.60,28.80,28.40,6010.00,5981.00,6028.30,32.58
28.80,28.40,28.20,5981.00,6028.30,6044.40,27.86
28.40,28.20,28.20,6028.30,6044.40,6037.20,29.12
28.20,28.20,28.20,6044.40,6037.20,6009.50,29.59
28.20,28.20,27.70,6037.20,6009.50,5983.20,30.24
28.20,27.70,27.60,6009.50,5983.20,6019.90,27.32
27.70,27.60,27.30,5983.20,6019.90,6012.20,26.67
27.60,27.30,27.10,6019.90,6012.20,6000.80,25.44
27.30,27.10,27.00,6012.20,6000.80,5966.40,30.91
27.10,27.00,26.30,6000.80,5966.40,5918.30,23.36
27.00,26.30,26.40,5966.40,5918.30,5882.10,23.19
26.30,26.40,26.30,5918.30,5882.10,5867.50,19.82
26.40,26.30,26.30,5882.10,5867.50,5762.30,19.25
26.30,26.30,26.20,5867.50,5762.30,5637.00,18.17
26.30,26.20,26.10,5762.30,5637.00,5491.70,18.12
26.20,26.10,25.80,5637.00,5491.70,5508.30,18.20
26.10,25.80,25.90,5491.70,5508.30,5596.60,19.25
25.80,25.90,25.50,5508.30,5596.60,5603.50,18.42
25.90,25.50,25.50,5596.60,5603.50,5466.70,17.91
25.50,25.50,25.80,5603.50,5466.70,5349.10,18.01
25.50,25.80,25.60,5466.70,5349.10,5292.50,17.62
25.80,25.60,25.30,5349.10,5292.50,5155.40,27.56
25.60,25.30,25.60,5292.50,5155.40,5156.10,25.31
25.30,25.60,25.50,5155.40,5156.10,5068.70,28.15
25.60,25.50,25.20,5156.10,5068.70,5071.60,24.46
25.50,25.20,25.40,5068.70,5071.60,4831.30,20.78
25.20,25.40,25.60,5071.60,4831.30,4565.90,17.93
25.40,25.60,25.50,4831.30,4565.90,4391.00,17.55
25.60,25.50,25.60,4565.90,4391.00,4278.90,16.88
25.50,25.60,26.60,4391.00,4278.90,4153.90,15.26
25.60,26.60,27.10,4278.90,4153.90,4068.00,15.41
26.60,27.10,27.70,4153.90,4068.00,4024.90,15.91
27.10,27.70,28.60,4068.00,4024.90,3995.80,15.66
27.70,28.60,29.00,4024.90,3995.80,3981.80,15.57
28.60,29.00,30.00,3995.80,3981.80,3996.40,14.68
29.00,30.00,30.00,3981.80,3996.40,4031.90,16.33
30.00,30.00,30.20,3996.40,4031.90,4050.50,17.05
30.00,30.20,30.80,4031.90,4050.50,4066.30,17.12
30.20,30.80,30.90,4050.50,4066.30,4190.20,20.26
30.80,30.90,31.40,4066.30,4190.20,4433.00,22.37
30.90,31.40,31.00,4190.20,4433.00,4664.90,30.37
31.40,31.00,30.90,4433.00,4664.90,4858.30,46.65
30.80,30.90,30.80,5107.00,5220.70,5350.00,51.63
30.90,30.80,30.80,5220.70,5350.00,5350.50,50.71
28.80,28.00,27.70,5257.30,5229.20,5168.10,48.87
28.00,27.70,27.10,5229.20,5168.10,5210.30,47.41
27.70,27.10,26.60,5168.10,5210.30,5174.30,45.06
27.10,26.60,26.80,5210.30,5174.30,5149.60,46.21
26.60,26.80,27.10,5174.30,5149.60,5151.00,46.76
26.80,27.10,26.90,5149.60,5151.00,5180.20,41.75
27.10,26.90,26.90,5151.00,5180.20,5158.30,40.38
26.90,26.90,26.50,5180.20,5158.30,5188.70,41.05
26.90,26.50,26.00,5158.30,5188.70,5186.50,33.04
26.50,26.00,26.30,5188.70,5186.50,5184.80,27.57
26.00,26.30,26.00,5186.50,5184.80,5167.90,25.80
26.30,26.00,26.10,5184.80,5167.90,5235.40,29.55
26.00,26.10,26.00,5167.90,5235.40,5326.20,33.59
26.10,26.00,25.80,5235.40,5326.20,5331.60,44.87
26.00,25.80,25.80,5326.20,5331.60,5217.40,36.36
25.80,25.80,25.90,5331.60,5217.40,5080.00,34.10
25.80,25.90,26.20,5217.40,5080.00,5028.00,24.68
25.90,26.20,25.80,5080.00,5028.00,4934.80,25.95
26.20,25.80,25.40,5028.00,4934.80,4859.60,24.70
25.80,25.40,25.40,4934.80,4859.60,4814.10,28.37
25.40,25.40,25.10,4859.60,4814.10,4809.90,22.93
25.40,25.10,24.80,4814.10,4809.90,4619.10,20.88
25.10,24.80,24.60,4809.90,4619.10,4412.60,18.42
24.80,24.60,24.70,4619.10,4412.60,4264.20,18.60
24.60,24.70,25.50,4412.60,4264.20,4148.30,15.73
24.70,25.50,26.10,4264.20,4148.30,3974.80,14.69
25.50,26.10,26.40,4148.30,3974.80,3894.30,14.90
26.10,26.40,27.60,3974.80,3894.30,3849.00,15.08
26.40,27.60,28.20,3894.30,3849.00,3813.90,14.79
27.60,28.20,29.10,3849.00,3813.90,3813.80,14.85
28.20,29.10,28.50,3813.90,3813.80,3815.70,14.99
29.10,28.50,29.30,3813.80,3815.70,3816.20,14.97
28.50,29.30,29.30,3815.70,3816.20,3807.60,14.58
29.30,29.30,29.50,3816.20,3807.60,3833.10,15.54
29.30,29.50,29.80,3807.60,3833.10,3926.50,15.11
29.50,29.80,29.50,3833.10,3926.50,4079.70,16.26
29.80,29.50,29.70,3926.50,4079.70,4245.80,18.66
29.50,29.70,30.10,4079.70,4245.80,4463.40,19.74
29.70,30.10,29.90,4245.80,4463.40,4649.60,22.23
30.10,29.90,29.20,4463.40,4649.60,4775.60,29.20
29.90,29.20,29.40,4649.60,4775.60,4897.40,37.75
29.20,29.40,29.70,4775.60,4897.40,4985.20,35.70
29.40,29.70,29.60,4897.40,4985.20,5004.50,35.51
29.70,29.60,29.20,4985.20,5004.50,4999.50,44.03
29.60,29.20,29.00,5004.50,4999.50,5036.10,42.80
29.20,29.00,28.60,4999.50,5036.10,5029.20,48.23
29.00,28.60,28.10,5036.10,5029.20,5045.20,48.48
28.60,28.10,27.30,5029.20,5045.20,5038.60,48.47
28.10,27.30,26.70,5045.20,5038.60,5043.30,45.33
27.30,26.70,26.00,5038.60,5043.30,4986.00,41.93
26.70,26.00,26.10,5043.30,4986.00,5002.50,41.64
26.00,26.10,25.70,4986.00,5002.50,4996.40,38.25
26.10,25.70,25.50,5002.50,4996.40,4976.70,36.48
25.70,25.50,25.40,4996.40,4976.70,4997.40,35.65
25.50,25.40,25.30,4976.70,4997.40,4997.10,35.89
25.40,25.30,25.10,4997.40,4997.10,5047.40,34.40
25.30,25.10,25.30,4997.10,5047.40,5115.70,30.48
25.10,25.30,24.00,5047.40,5115.70,5178.70,30.38
25.30,24.00,24.10,5115.70,5178.70,5180.40,27.62
24.00,24.10,24.00,5178.70,5180.40,5276.30,35.56
24.10,24.00,24.60,5180.40,5276.30,5443.20,39.55
24.00,24.60,24.40,5276.30,5443.20,5479.10,35.55
24.60,24.40,24.10,5443.20,5479.10,5324.30,31.13
24.40,24.10,24.00,5479.10,5324.30,5180.90,30.51
24.10,24.00,23.70,5324.30,5180.90,5114.80,24.35
24.00,23.70,23.10,5180.90,5114.80,4992.50,23.07
23.70,23.10,23.00,5114.80,4992.50,4916.80,21.53
23.10,23.00,22.90,4992.50,4916.80,4848.00,22.95
